0,549187.6804281138,186102.8276284348
1,524603.8981681595,196455.57060768752
2,549554.9053059064,173602.79040465737
3,487692.76964108285,236331.4885250724
4,540245.3793905156,169011.85257297236
5,527523.2448889873,184255.34701405186
6,532214.2380554564,165292.25415196765
7,517704.6991228002,180664.53650655493
8,532852.9236915875,196553.7367012322
9,538658.959313789,177790.98630573426
10,535365.6816252358,184507.77575769625
11,523108.2170779351,179196.8062480943
12,531350.0190200638,189375.28811369464
13,515263.89168550447,189973.93636959925
14,528778.4926148327,184462.4810883602
15,507701.9132978789,183765.37101940374
16,513917.9983236549,175678.0504062503
17,531874.9154721306,183880.47468563722
18,524973.4631735177,179852.17811596306
19,517895.62065804796,169205.61274909234
20,530859.2173272789,179045.064048197
21,538326.9656313425,175594.64240997902
22,526109.965157566,169540.2975036081
23,540861.5070452304,183185.59289960162
24,541834.2280248809,188365.8371086992
25,517720.40874707553,172642.4413780191
26,531623.2998641924,180034.44449430302
27,527264.1978252087,163626.4906560005
28,533605.8711817267,180552.99200974836
29,538278.8683011422,200830.39197451202
30,525624.298767727,174664.260462788
31,533053.9515971398,181328.20065689017
32,451068.9110411731,532584.3030567368
33,449587.90882996086,520361.450199711
34,464397.50011178636,519641.2952735388
35,444525.78348884115,518979.5750730159
36,428862.85305842524,514415.177382636
37,416222.82121544244,530205.1652642309
38,400062.6277308408,595090.7205159267
39,425586.4181467019,563177.6757556767
40,424860.5803601434,564427.614894151
41,431531.69935781707,570696.1471400727
42,435456.44395975734,564056.5343054043
43,439668.0488257381,556966.7706246126
44,350656.38512966485,384364.9107052011
45,360571.8249432389,388288.17463701434
46,369007.306720278,422629.7178000223
47,330905.1175844823,436253.08933885104
48,380517.52530919446,363398.452623777
49,351389.13753162016,363212.05373569974
50,319379.4821676804,535594.5886890555
51,319923.0646438917,471032.2298868827
52,340051.2862469486,555969.6801455917
53,313655.6758115098,499942.29617391876
54,356720.3702338188,523593.9954423602
55,349864.614169391,486543.3234402336
56,384028.19496096834,432739.9753354838
57,358495.414710501,417594.6103058152
58,341188.28099439805,433376.7674804827
59,374382.5319261894,429445.83446815354
60,347781.0770786362,461677.95851356164
61,388804.57963082695,442551.90556945186
62,353995.6114807472,429446.9664039586
63,372314.20583740843,445247.3445337751
64,382830.6023993867,420967.8596503672
65,351734.5987835809,425888.7637926915
66,343426.3363188814,413050.82802668883
67,344971.969476712,445206.0840887367
68,371623.86888977955,409162.7897818113
69,380420.47962909617,410727.5104963529
70,383830.0390357277,398113.0558309081
71,392490.8342639237,404999.0441273814
72,389793.56147466315,413213.3517757607
73,380908.52268051484,399042.6610903802
74,389444.74973857513,390132.6020615793
75,394985.7070923117,397993.9357147246
76,376218.22605805635,391408.49439553666
77,358586.36709697905,405636.07317637745
78,343343.23899236537,395727.04529168917
79,334172.2220446975,390500.84035834204
80,351217.8061964519,394901.7043826732
81,335661.51276447513,401185.9620671251
82,330180.83420518937,383188.79601401836
83,509610.63158349734,428745.40080854436
84,493289.6458925746,447052.0346576881
85,526435.76418554,406151.58508951793
86,492613.0420075023,411259.31694262265
87,460362.578419955,451831.245109219
88,389523.9402231737,461989.39100692247
89,436789.0948434591,484010.2294357893
90,430315.65243066195,455221.18897938414
91,401075.7117066017,495763.99144612113
92,474376.1183408827,478672.62692995125
93,504188.447446616,488552.59363373066
94,459459.8056490705,432462.36381973804
95,434364.5225900012,406362.3706628418
96,457542.76588806615,403249.07060451066
97,442939.8567155105,392888.53634692624
98,435338.01295722934,387220.898629453
99,416439.6680375516,433152.09865556355
100,402586.0984175354,424896.8518215498
101,414579.8135253753,416216.8173309529
102,430147.4473538708,433553.3271172843
103,433337.7413898443,420839.2219099835
104,435317.86338213563,336111.2114723138
105,458757.4867302778,304624.83848588465
106,490546.06623334775,305789.72217639093
107,457227.2990409939,339898.3918194067
108,436145.5779954278,348107.4168933738
109,447409.47629409085,370414.74805156625
110,438382.61750550015,371062.299834429
111,423102.749756773,359291.21914271184
112,443693.9178227676,338042.2349116925
